caseid,reportedon,category,statuscode,casetype,Cops-Rops,sqlrequired,expclosedate,closedate,aging,currentowner,ConfigurationEffort[Hr],PM Effort [Hr],TestingEffort [Hr],TotalEffort [Hr],L1 Doc Approval,L2 Doc Approval,L3 Doc Approval,channel,details,subject
523097,10-06-2025,Configuration,Invalid,CR,CompanyOps,,13-10-2025,10-07-2025,63 D,Vishal Kumar,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Re: Unable to Access IT Helpdesk Cases – Showing Legal Desk Cases Instead
523103,10-06-2025,User Creation,Resolved,CR,CompanyOps,No,13-10-2025,10-07-2025,63 D,Himanshu Padaliya,0.5,0.03,0.05,0.58,Yes,Yes,Yes,Web,"Project Id- 00012312 (PMLI - BN Upgrade (Delta)

User ID -balbir.yadav@pnbmetlife.com",PMLI Customer- User creation
523131,10-07-2025,Configuration,Invalid,CR,CompanyOps,No,14-10-2025,10-07-2025,62 D,Himanshu Padaliya,0,,,,No,No,No,Web,Azure Attachments are not visible under MY CRM Portal under cases object.,Azure Attachments are not visible on MY CRM under cases object.
522547,30-09-2025,Configuration,Resolved,CR,CompanyOps,Yes,10-07-2025,10-08-2025,69 D,Dheeraj,1,0.05,0.1,1.15,Yes,Yes,Yes,Email,Email Syndication,Email Syndication : Month Wise Collection Report - Data Issue
522750,10-01-2025,User Creation,Resolved,CR,CompanyOps,No,10-08-2025,14-10-2025,68 D,Lisha Gupta,0.5,0.03,0.05,0.58,Yes,Yes,Yes,Web,User creation - Atharva Sanjay Bhavar,User creation - Atharva Sanjay Bhavar
522760,10-01-2025,User Creation,Resolved,CR,CompanyOps,No,10-08-2025,10-09-2025,68 D,Himanshu Padaliya,0.5,0.03,0.05,0.58,Yes,Yes,Yes,Web,User creation - Kajal Dinkar Bagal,User creation - Kajal Dinkar Bagal
523420,10-08-2025,Configuration,Invalid,CR,CompanyOps,No,16-10-2025,10-09-2025,61 D,Himanshu Padaliya,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Mohit Chopra is trying to reach you in Microsoft Teams
523243,10-07-2025,Configuration,Invalid,Incident,CompanyOps,No,14-10-2025,10-09-2025,62 D,Anubhav Gupta,0,,,,No,No,No,Web,"Hello Team,

Please remove the below email IDs from the attached email alerts.

Keep only the email IDs related to US clients (OBEE, Magnifi, Extraco, and Dupaco).

1. Akash.Solanki
2. Devesh.kumar2
3. Prerna.Kokate",Remove emailid from ITSM notification mail
526654,11-06-2025,User Creation,Resolved,CR,CompanyOps,No,13-11-2025,11-10-2025,32 D,Vishal Kumar,0.5,0.03,0.05,0.58,Yes,Yes,Yes,Web,,User Creation
523582,10-09-2025,User Creation,Resolved,CR,CompanyOps,,16-10-2025,16-10-2025,60 D,Sagar Verma,0.5,0.03,0.05,0.58,Yes,Yes,Yes,Web,User creation - Mohita Rakesh Sood,User creation - Mohita Rakesh Sood
523583,10-09-2025,User Creation,Resolved,CR,CompanyOps,No,16-10-2025,13-10-2025,60 D,Deepali Kumari,0.5,0.03,0.05,0.58,Yes,Yes,Yes,Web,User creation - Palak Ramesh Lalwani,User creation - Palak Ramesh Lalwani
523597,10-09-2025,User Creation,Resolved,CR,CompanyOps,,16-10-2025,16-10-2025,60 D,Sagar Verma,0.5,0.03,0.05,0.58,Yes,Yes,Yes,Web,User Creation - Kajal Pramod Kase,User Creation - Kajal Pramod Kase
523604,10-09-2025,Configuration,Resolved,CR,CompanyOps,No,16-10-2025,13-10-2025,60 D,Deepali Kumari,0.25,0.01,0.03,0.29,Yes,Yes,Yes,Web,"Hi Team,

Please deactivate below user id in MY Portal.

EC3608	Siddhesh Babli Kanse - siddhesh.kanse@businessnext.com
EC3722	Rushikesh Sanjay Sulakhe -  rushikesh.s.sulakhe@businessnext.com
EC2894	Jitender Pal Singh - jitender.singh@businessnext.com",User deactivate
523422,10-08-2025,Configuration,Invalid,CR,CompanyOps,,16-10-2025,10-10-2025,61 D,Dheeraj,0,,,,No,No,No,Email,Email Syndication,Email Syndication : RE: Gentle Reminder 3 - SBI Life OTM and Managed Services PO
523144,10-07-2025,Configuration,Resolved,CR,CompanyOps,,14-10-2025,10-10-2025,62 D,Dheeraj,0.25,0.01,0.03,0.29,Yes,Yes,Yes,Email,Email Syndication,Email Syndication : Request for Role Change to “Project Manager” in Portal
523664,10-10-2025,Configuration,Invalid,CR,CompanyOps,,17-10-2025,13-10-2025,59 D,Dheeraj,0,,,,No,No,No,Email,Email Syndication,Email Syndication : RE: Error in Projected Cash Inflow Reort
523694,10-10-2025,Configuration,Invalid,CR,CompanyOps,Yes,17-10-2025,14-10-2025,59 D,Vivek Kumar,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Re: Month Wise Collection Report - Data Issue
523710,10-10-2025,Configuration,Invalid,Incident,CompanyOps,No,17-10-2025,10-10-2025,59 D,Anubhav Gupta,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Re: Month Wise Collection Report - Data Issue
523721,10-10-2025,Configuration,Invalid,CR,CompanyOps,,17-10-2025,13-10-2025,59 D,Testuserengrqualityassurance@7,0,,,,No,No,No,Web,,Test MPR
523706,10-10-2025,Configuration,Resolved,CR,CompanyOps,No,17-10-2025,16-10-2025,59 D,Niharika Verma,1,0.05,0.1,1.15,Yes,Yes,Yes,Web,"Dear Amit

As discussed, and taken the approval from Shilpi & Ram we have the business requirement to provide access to US Delivery team to complete their backlog timesheets.

Please enable timesheet entry from April to date, with a completion deadline by 14th November 2025 applicable for US Delivery team all location employees (India & USA).
Adding more members from CS team - Mary and from delivery / Support:
o	Vishal
o	Stephen
o	Devesh
o	Chinmay
o	Jinali
o	Snoviel",US Delivery - Timesheet to be Open from Apr 2025
523534,10-09-2025,Configuration,Resolved,CR,CompanyOps,No,16-10-2025,13-10-2025,60 D,Niharika Verma,0.25,0.01,0.03,0.29,Yes,Yes,Yes,Web,Require Access to Report and cases object on Businessnext portal.,Unable to See Cases and Reports object on Businessnext portal.
523336,10-08-2025,Configuration,Invalid,CR,CompanyOps,No,15-10-2025,11-04-2025,61 D,Vivek Kumar,0,,,,No,No,No,Web,"Request addition of following three non-mandatory fields in new case form of BusinessNext portal (Incident module). 
1. Demand ID (Field type should be text)
2. CR Name (Field type should be text)
3. CR/Demand Owner (BusinessNext employee list)",Request for addition of new fields in case creation module of BusinessNext Portal
523765,10-10-2025,Configuration,Resolved,CR,CompanyOps,,17-10-2025,28-10-2025,59 D,Vishal Kumar,1,0.05,0.1,1.15,Yes,Yes,Yes,Web,"Please map the projects as provided in attached document to US COE sub portfolio. Please ensure all cases, requirements, risks mapped to these projects are also moved to US COE sub portfolio",Please move the following proejcts to US COE sub portfolio
523719,10-10-2025,,Invalid,Incident,CompanyOps,,17-10-2025,10-10-2025,59 D,Sagar Verma,0,,,,No,No,No,Web,,etst
522925,10-03-2025,Configuration,Invalid,CR,CompanyOps,,10-10-2025,10-10-2025,66 D,Deepali Kumari,0,,,,No,No,No,Web,Can you please provide me access to report  'Timesheet Monthly Report - In Use'  so that I can review timesheet compliance of US Team members?,Access to report 'Timesheet Monthly Report - In Use'
523759,10-10-2025,User Creation,Resolved,CR,CompanyOps,,17-10-2025,15-10-2025,59 D,Sagar Verma,0.5,0.03,0.05,0.58,Yes,Yes,Yes,Web,,User Creation
523754,10-10-2025,User Creation,Resolved,CR,CompanyOps,,17-10-2025,13-10-2025,59 D,Vishal Kumar,0.5,0.03,0.05,0.58,Yes,Yes,Yes,Web,,User Creation
523760,10-10-2025,User Creation,Resolved,CR,CompanyOps,No,17-10-2025,13-10-2025,59 D,Deepali Kumari,0.5,0.03,0.05,0.58,Yes,Yes,Yes,Web,,User Creation
523752,10-10-2025,User Creation,Resolved,CR,CompanyOps,,17-10-2025,15-10-2025,59 D,Dheeraj,0.5,0.03,0.05,0.58,Yes,Yes,Yes,Web,,User Creation
523761,10-10-2025,User Creation,Resolved,CR,CompanyOps,No,17-10-2025,13-10-2025,59 D,Himanshu Padaliya,0.5,0.03,0.05,0.58,Yes,Yes,Yes,Web,,User Creation
523924,13-10-2025,Configuration,Invalid,CR,CompanyOps,No,20-10-2025,14-10-2025,56 D,Vivek Kumar,0,,,,No,No,No,Web,Laptop formatted and reinstalled the ubuntu.,Laptop formatted
524283,15-10-2025,Configuration,Resolved,CR,CompanyOps,,22-10-2025,24-10-2025,54 D,Vishal Kumar,45,2.25,4.5,51.75,Yes,Yes,Yes,Web,"Hi Team, 

Please upload the contacts under campaign- WFIS Philippines 2025. 
Contact details are attached in the sheet along with the account number",Contacts upload for WFIS Philippines 2025
523870,13-10-2025,User Creation,Resolved,CR,CompanyOps,No,20-10-2025,15-10-2025,56 D,Himanshu Padaliya,2,0.1,0.2,2.3,Yes,Yes,Yes,Web,"Request you to kindly create client access for our Businessnext Platform for defect raising.

1.	Ajayshankar Tripathi - ajayshankar.tripathi@indusind.com
2.	Harish Dhake - harishv.dhake@indusind.com
3.	Govind Bhatekar - govindb.bhatekar@indusind.com
4.	Pankaj Chaudhari - pankajs.chaudhari@indusind.com",BusinessNext Portal Access for Defect Raising for Client
524105,14-10-2025,Configuration,Invalid,Incident,CompanyOps,No,21-10-2025,15-10-2025,55 D,Anubhav Gupta,0,,,,No,No,No,Web,"Hi Team,
Nikita Mane's entry is visible under ""Teams View"" in my timesheet but she is not direct report to me and she reports to Satish and Satish reports to me.","Nikita Mane's entry is visible under ""Teams View"" in my timesheet"
524290,15-10-2025,,Invalid,CR,CompanyOps,No,22-10-2025,15-10-2025,54 D,Vivek Kumar,0,,,,No,No,No,Web,,t
524307,15-10-2025,Configuration,Invalid,CR,CompanyOps,,22-10-2025,15-10-2025,54 D,Sagar Verma,0,,,,No,No,No,Web,Unable to view products (MS Office) to get application installed.,Need access to raise request for MS office applications
524346,15-10-2025,Configuration,Resolved,CR,CompanyOps,No,22-10-2025,24-10-2025,54 D,Deepali Kumari,2,0.1,0.2,2.3,Yes,Yes,Yes,Web,"Upload all the contacts under campaign- GFF 2025. 
Contact details along with account number is attached in the sheet",Bulk contact upload for - GFF 2025
524292,15-10-2025,Configuration,Resolved,Incident,CompanyOps,No,22-10-2025,15-10-2025,54 D,Anubhav Gupta,0.25,0.01,0.03,0.29,Yes,Yes,Yes,Web,Timesheet - Unable to see testing related activities under timesheet,Timesheet - Unable to see testing related activities under timesheet
524198,15-10-2025,Configuration,Resolved,CR,CompanyOps,No,22-10-2025,15-10-2025,54 D,Anubhav Gupta,0.25,0.01,0.03,0.29,Yes,Yes,Yes,Web,Role change to ESG and Reporting to Rohit Kumar - EC3511,Role change to ESG and Reporting to Rohit Kumar - EC3511
524189,15-10-2025,Configuration,Resolved,CR,CompanyOps,No,22-10-2025,15-10-2025,54 D,Anubhav Gupta,0.25,0.01,0.03,0.29,Yes,Yes,Yes,Web,"Hi Team,

I am requesting to change my role to ESG and my Reporting manager to Rohit Kumar - EC2352.
I am facing an issue with timesheet approval.
My Details are as follows:

Name: Hitesh Pednekar
Employee code - EC2179",Request - Role change to ESG and Reporting to Rohit Kumar - EC2352
523289,10-07-2025,Configuration,Resolved,Incident,CompanyOps,No,14-10-2025,24-10-2025,62 D,Vishal Kumar,11,0.55,1.1,12.65,Yes,Yes,Yes,Web,"The mapping of accounts under each Sub-portfolio for US is incorrect. Please correct these basis the below info:

00015418: Sound Credit Union Portfolio US-A
00018178: O BEE Credit Union Portfolio US-A
00025918: Foothill Federal Credit Union Portfolio US-A
00017887: WESTconsin Credit Union Portfolio US-B
00018334: SESLOC Portfolio US-B
00018534: Magnifi Financial Credit Union Portfolio US-B
00017951: Community Choice Credit Union Portfolio US-B
00018028: FIRST SOURCE Portfolio US-B
00018004: Extraco Bank Portfolio US-C
00018268: Clearview Federal Credit Union Portfolio US-C
00017986: Dupaco Community Credit Union Portfolio US-C",Please correct mapping of accounts under US Sub-portfolio
523276,10-07-2025,Configuration,Invalid,CR,CompanyOps,No,15-10-2025,10-08-2025,62 D,Himanshu Padaliya,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Re: Travel request form issue
523256,10-07-2025,Configuration,Invalid,CR,CompanyOps,,14-10-2025,10-08-2025,62 D,Sagar Verma,0,,,,No,No,No,Email,Email Syndication,Email Syndication : RE: Error in Projected Cash Inflow Reort
523102,10-06-2025,Configuration,Resolved,CR,CompanyOps,No,13-10-2025,10-08-2025,63 D,Himanshu Padaliya,1,0.05,0.1,1.15,Yes,Yes,Yes,Web,"Hi Team,

I am currently unable to view the below account in MyPortal: 
Account Id	66352
Account Name	SBI Life",Unable to view the SBI account in MyPortal:
523270,10-07-2025,,Invalid,CR,CompanyOps,,14-10-2025,10-08-2025,62 D,Deepali Kumari,0,,,,No,No,No,Web,,bugbug test mpr
523099,10-06-2025,Configuration,Invalid,CR,CompanyOps,No,13-10-2025,10-08-2025,63 D,Vivek Kumar,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Re: Unable to Access IT Helpdesk Cases – Showing Legal Desk Cases Instead
523196,10-07-2025,Configuration,Invalid,CR,CompanyOps,No,14-10-2025,10-08-2025,62 D,Niharika Verma,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Re: Status of activity updating in ignite (weekly)
523036,10-06-2025,Configuration,Invalid,CR,CompanyOps,No,13-10-2025,10-08-2025,63 D,Niharika Verma,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Not able to create case for Legal Desk
523145,10-07-2025,Configuration,Invalid,CR,CompanyOps,No,14-10-2025,10-08-2025,62 D,Lisha Gupta,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Re: Status of activity updating in ignite (weekly)
523096,10-06-2025,Configuration,Invalid,CR,CompanyOps,No,13-10-2025,10-08-2025,63 D,Lisha Gupta,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Re: Unable to Access IT Helpdesk Cases – Showing Legal Desk Cases Instead
523341,10-08-2025,Configuration,Resolved,CR,CompanyOps,No,15-10-2025,10-10-2025,61 D,Anubhav Gupta,1,0.05,0.1,1.15,Yes,Yes,Yes,Web,"Hi Team,

Please deactivate below user id in MY Portal.

IC9314	Divyansh Bhandari - divyansh.bhandari@businessnext.com
EC3675	MOHAMMAD YUSUF - mohammad.yusuf@businessnext.com
IC9362	Anshika Tripathi - anshika.tripathi@businessnext.com
EC2429	Nisha Upadhyay - Nisha.Upadhyay@businessnext.com
IC9314 Divyansh Bhandari
- divyansh.bhandari@businessnext.com",User deactivate
523340,10-08-2025,Configuration,Resolved,CR,CompanyOps,No,15-10-2025,13-10-2025,61 D,Niharika Verma,1.75,0.09,0.18,2.02,Yes,Yes,Yes,Web,"Below are the list of resources Reporting to me

Anil Ashok Nahak
Associate Consultant
EC3545

Atharva Swapnil Khanolkar
Associate Consultant
EC3827

Nikita Mane
Consultant
EC2094

Nikita Hari Narayan Singh
Junior Engineer
EC3513

Shefali Jack Pereira
Junior Engineer
EC3266

Shreya Joshi
Trainee
AC0068

Smith Bernad Tuscano
Trainee
AC0035",All Resources Reporting to me are not visible for Timesheet Approval
523048,10-06-2025,Configuration,Resolved,CR,CompanyOps,,13-10-2025,10-09-2025,63 D,Sagar Verma,0.25,0.01,0.03,0.29,Yes,Yes,Yes,Web,"No data Available in Team view for timesheet approval.

Hierarchy has been attached.",No data Available in Team view for timesheet approval.
522890,10-03-2025,Configuration,Invalid,CR,CompanyOps,No,10-10-2025,14-10-2025,66 D,Vivek Kumar,0,,,,No,No,No,Web,"Hi Team,

Please find the attached file and update resource details in MYPortal.
Please update Reporting Manager change, New Joinee Details ,Group change , Location update

Note:- Attached resource details shared by HR Team",Update resource details in MYPortal-Sep'25
523526,10-09-2025,Configuration,Resolved,CR,CompanyOps,No,16-10-2025,11-10-2025,60 D,Vivek Kumar,1,0.05,0.1,1.15,Yes,Yes,Yes,Email,Email Syndication,Email Syndication : Go-Live date bug
522910,10-03-2025,Configuration,Resolved,CR,CompanyOps,No,10-10-2025,10-09-2025,66 D,Vishal Kumar,0.25,0.01,0.03,0.29,Yes,Yes,Yes,Web,"Hello Vishal , 

As per our discussion we have created a new MPR For adib corp case view. 
All requirements has been shared with you on call .  As shown on call under case view below option should come .

Cases - 4 drop dowm
 
Incident
Wsr
FQ
All
 

My Cases - 2 drop-down
 
1. My cases- only user created case
2. All cases - all cases created by adib corp
 
All - This drop-down should have below case status.
 
Available in uat
New
In analysis
Awaiting input
Response sent
Available in production
On hold
Closed third reminder
Input sent
Duplicate
Re-opened

Kindly update us on priority .",ADIB Corp case view
526662,11-06-2025,User Creation,Resolved,CR,CompanyOps,No,13-11-2025,11-07-2025,32 D,Vishal Kumar,0.5,0.03,0.05,0.58,Yes,Yes,Yes,Web,,User Creation
523312,10-08-2025,,Resolved,CR,CompanyOps,No,15-10-2025,10-10-2025,61 D,Vishal Kumar,0.25,0.01,0.03,0.29,Yes,Yes,Yes,Web,Need change the role from Consultant to KAM,Need change the role from Consultant to KAM
523035,10-06-2025,Configuration,Resolved,CR,CompanyOps,No,13-10-2025,10-10-2025,63 D,Vivek Kumar,1,0.05,0.1,1.15,Yes,Yes,Yes,Web,"Hi Team,

I would like to kindly request the unfreezing of the timesheet grid from 1st April. This will enable the resource to make the necessary corrections and update their pending timesheet.",Request to Unfreeze Timesheet Grid from 1st April'25
523286,10-07-2025,Configuration,Resolved,CR,CompanyOps,No,14-10-2025,10-10-2025,62 D,Himanshu Padaliya,1,0.05,0.1,1.15,Yes,Yes,Yes,Web,"Please create another sub-portfolio ""US COE"" under US Portfolio. This is needed so that we can consolidate our non-client internal requirements/bugs under this head. Make Venaik Agarwal as AVP, me as VP and Shilpi as HOD","Please create sub-portfolio ""US COE"" under US Portfolio"
521401,22-09-2025,Configuration,Invalid,Incident,CompanyOps,No,29-09-2025,14-10-2025,77 D,Lisha Gupta,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Request to Standardize DateTime Format in Incident Reports
526651,11-06-2025,User Creation,Resolved,CR,CompanyOps,No,13-11-2025,11-10-2025,32 D,Vishal Kumar,0.5,0.03,0.05,0.58,Yes,Yes,Yes,Web,,User Creation
523358,10-08-2025,Configuration,Invalid,CR,CompanyOps,No,15-10-2025,10-10-2025,61 D,Deepali Kumari,0,,,,No,No,No,Web,"I am facing an issue while filling out my timesheet for the following dates: 2nd June, 16th June, 7th July, 1st September, and 29th September 2025.
I had raised a case earlier for this issue, but it was marked as invalid, stating that it is a product bug and that the product team is looking into it.
Please advise what steps I should take for the frozen dates, as I am still unable to make corrections.
I have attached a screenshot for your reference. Kindly look into this issue at the earliest, as it may impact my salary.",Timesheet Issue – Unable to Fill for Specific Dates
526772,11-06-2025,Configuration,Invalid,CR,CompanyOps,,13-11-2025,26-11-2025,32 D,Sagar Verma,0,,,,No,No,No,Web,"Greetings Team,

We need 'Team-wise aging' in the Case Triaging Section for the ' Engr Production Support ' Role on Incident Layout.

The same has already been discussed between Himamshu and Kulvir.

SS attached for reference.

Thanks & Regards
Deepak Saini",Need 'Team wise aging' in Case Triaging Section for ' Engr Production Support ' Role
523756,10-10-2025,User Creation,Resolved,CR,CompanyOps,No,17-10-2025,16-10-2025,59 D,Niharika Verma,0.5,0.03,0.05,0.58,Yes,Yes,Yes,Web,,User Creation
523126,10-06-2025,Configuration,Invalid,CR,CompanyOps,No,14-10-2025,10-10-2025,63 D,Deepali Kumari,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Case 00520389 – Priority Automatically Changing to P2
523762,10-10-2025,User Creation,Resolved,CR,CompanyOps,,17-10-2025,28-10-2025,59 D,Dheeraj,0.5,0.03,0.05,0.58,Yes,Yes,Yes,Web,,User Creation
523825,13-10-2025,Configuration,Invalid,CR,RevOps,,20-10-2025,13-10-2025,56 D,Sagar Verma,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Unable to Access ‘Zeno’ Application
523834,13-10-2025,Configuration,Invalid,CR,CompanyOps,No,20-10-2025,13-10-2025,56 D,Deepali Kumari,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Mrunali Harne is trying to reach you in Microsoft Teams
523594,10-09-2025,User Creation,Resolved,CR,CompanyOps,No,16-10-2025,13-10-2025,60 D,Niharika Verma,0.5,0.03,0.05,0.58,Yes,Yes,Yes,Web,User creation - Madhuri Bohare,User creation - Madhuri Bohare
523898,13-10-2025,Configuration,Invalid,CR,CompanyOps,,20-10-2025,13-10-2025,56 D,Dheeraj,0,,,,No,No,No,Email,Email Syndication,Email Syndication : RE: Require approval to add new fields on customer role.
524041,14-10-2025,Configuration,Invalid,CR,CompanyOps,No,21-10-2025,14-10-2025,55 D,Himanshu Padaliya,0,,,,No,No,No,Web,Kindly give access to all the accounts aligned to Aproov Anand on the portal in order to create the demo IDs.,Need access to accounts aligned with Aproov Anand
524136,14-10-2025,Configuration,Resolved,CR,CompanyOps,No,21-10-2025,11-05-2025,55 D,Vivek Kumar,1,0.05,0.1,1.15,Yes,Yes,Yes,Email,Email Syndication,Email Syndication : Wrong name showing in Assigned to in reports
523993,14-10-2025,Configuration,Invalid,CR,CompanyOps,,21-10-2025,14-10-2025,55 D,Deepali Kumari,0,,,,No,No,No,Web,,Unable to fill timesheet for 15th sept 2025
524192,14-10-2025,User Creation,Resolved,CR,CompanyOps,No,21-10-2025,22-10-2025,55 D,Deepali Kumari,0.5,0.03,0.05,0.58,Yes,Yes,Yes,Web,"The user should be able to view all views and reports created for SESLOC Credit Union Implementation (Project Id: 00014202). It should include all the new functionality designed for US customers, specifically for the views and the custom action button. Please refer to Case 00513424 for additional details on layouts and CABs.",User Creation - Zach Endicott - US Customer - SESLOC Credit Union
524107,14-10-2025,Configuration,Resolved,CR,CompanyOps,No,21-10-2025,15-10-2025,55 D,Anubhav Gupta,0.25,0.01,0.03,0.29,Yes,Yes,Yes,Web,"Hi Team,

Kindly change timesheet approval hierarchy to Megha U",timesheet approval hierarchy
524042,14-10-2025,Configuration,Resolved,Incident,CompanyOps,No,21-10-2025,15-10-2025,55 D,Anubhav Gupta,0.25,0.01,0.03,0.29,Yes,Yes,Yes,Web,"Team data till june is Visible in ""Team View"" hence unable to approve recent team members timesheet.","Team data till june is Visible in ""Team View"" hence unable to approve recent team members timesheet"
523757,10-10-2025,User Creation,Resolved,CR,CompanyOps,No,17-10-2025,15-10-2025,59 D,Anubhav Gupta,0.5,0.03,0.05,0.58,Yes,Yes,Yes,Web,,User Creation
523992,14-10-2025,User Creation,Resolved,CR,CompanyOps,,21-10-2025,15-10-2025,55 D,Sagar Verma,0.5,0.03,0.05,0.58,Yes,Yes,Yes,Web,,User Creation
524149,14-10-2025,,Resolved,CR,CompanyOps,No,21-10-2025,16-10-2025,55 D,Vishal Kumar,0.25,0.01,0.03,0.29,Yes,Yes,Yes,Web,I am not able to see my time sheet on this mybusinessnext portal.,Regarding Time Sheet
524514,16-10-2025,Configuration,Invalid,CR,CompanyOps,No,23-10-2025,22-10-2025,53 D,Vivek Kumar,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Re: Export Invoice Alert email issue
524515,16-10-2025,Configuration,Invalid,Incident,RevOps,No,23-10-2025,22-10-2025,53 D,Anubhav Gupta,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Re: Request for access to travel desk my portal
524143,14-10-2025,Configuration,Invalid,CR,CompanyOps,,21-10-2025,16-10-2025,55 D,Deepali Kumari,0,,,,No,No,No,Web,Time Sheet Tab Not Visible in Menu,Time Sheet Tab Not Visible
524142,14-10-2025,Configuration,Invalid,CR,CompanyOps,,21-10-2025,16-10-2025,55 D,Sagar Verma,0,,,,No,No,No,Web,,Time Sheet is not Visible
524145,14-10-2025,Configuration,Invalid,CR,CompanyOps,No,21-10-2025,17-10-2025,55 D,Dheeraj,0,,,,No,No,No,Web,TimeSheet is not visible,Time Sheet not visible
524423,16-10-2025,Configuration,Resolved,Incident,CompanyOps,No,23-10-2025,17-10-2025,53 D,Anubhav Gupta,1.5,0.08,0.15,1.73,Yes,Yes,Yes,Web,"Below are the list of resources Reporting to me

1. Akash Krishna Ji Gawas
Employee ID: EC2499

2. Neha Sanjay Gadodia
 Employee ID: EC3313

3. Puja Banerjee
Employee ID:-EC3153

4. Trilok Chandra Sharma
Employee Id:- EC2832",All Resources Reporting to me are not visible for Timesheet Approval
524649,17-10-2025,Configuration,Invalid,CR,CompanyOps,No,24-10-2025,22-10-2025,52 D,Himanshu Padaliya,0,,,,No,No,No,Web,"Hi Team,
I am not able to add/delete resources under any projects. kindly provide access for the same.

Below are the steps-

1. Click on projects icon.
2. Open any project assigned to me.
3. under the project page, open resource tab.
4. do not have any option to add resources under the project.
5. Also if i want to delete resource form the project than it is throwing an error and not allowing me to delete.


Please help with the same.",Not able to add/Delete resources in projects for filling timesheet.
523912,13-10-2025,User Creation,Resolved,CR,CompanyOps,No,20-10-2025,17-10-2025,56 D,Vishal Kumar,0.25,0.01,0.03,0.29,Yes,Yes,Yes,Web,"Hi Team,

There is request from MLI for portal access and below are the details. 

URL: https://my.businessnext.com/
User Email ID : priyanka.ghormade@axismaxlife.com
User Name  :  priyanka
Project ID : 00014227
Project Name : Max Life Insurance Co. Ltd AMC 2025-26

Please let us know if any information is required further to provide the  access.

Regards
Lahu Gonde",Request for CRM Portal Access
524225,15-10-2025,Configuration,Invalid,CR,RevOps,,22-10-2025,23-10-2025,54 D,Dheeraj,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Unable to View IT Desk Option on My Portal
524843,22-10-2025,Configuration,Invalid,CR,CompanyOps,No,29-10-2025,27-10-2025,47 D,Himanshu Padaliya,0,,,,No,No,No,Email,Email Syndication,Email Syndication : RE: Payment ID 10445 with Milestone date 11/01/2025 is due in next 15 days
524841,17-10-2025,Configuration,Invalid,Incident,CompanyOps,No,24-10-2025,22-10-2025,52 D,Himanshu Padaliya,0,,,,No,No,No,Email,Email Syndication,Email Syndication : RE: US Billing_Oct'25
524845,22-10-2025,Configuration,Invalid,CR,CompanyOps,No,29-10-2025,22-10-2025,47 D,Niharika Verma,0,,,,No,No,No,Email,Email Syndication,Email Syndication : test case
524844,17-10-2025,Configuration,Invalid,CR,CompanyOps,No,24-10-2025,23-10-2025,52 D,Vivek Kumar,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Unable to Login in case portal
524876,22-10-2025,Configuration,Invalid,CR,CompanyOps,No,29-10-2025,22-10-2025,47 D,Himanshu Padaliya,0,,,,No,No,No,Web,VPN Credentials Required,VPN Credentials Required
525169,24-10-2025,Configuration,Resolved,CR,CompanyOps,No,31-10-2025,27-10-2025,45 D,Himanshu Padaliya,1,0.05,0.1,1.15,Yes,Yes,Yes,Web,"Hello Team,

Please add Dupaco Community Credit Union (17986) to the SAAS account process with the following:

Assignment – L1 US process

Notification setup

You can refer to other projects like Extraco, Magnifi, and Obee as references.

Kindly reach out to me in case of any clarification.",Addition of Dupaco account is SAAS process
524191,14-10-2025,User Creation,Resolved,CR,CompanyOps,,21-10-2025,29-10-2025,55 D,Sagar Verma,0.5,0.03,0.05,0.58,Yes,Yes,Yes,Web,"The user should be able to view all views and reports created for SESLOC Credit Union Implementation (Project Id: 00014202). It should include all the new functionality designed for US customers, specifically for the views and the custom action button. Please refer to Case 00513424 for additional details on layouts and CABs.",User Creation - Holly Brown - US Customer - SESLOC Credit Union
524521,16-10-2025,Configuration,Invalid,Incident,CompanyOps,No,23-10-2025,16-10-2025,53 D,Anubhav Gupta,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Re: Export Invoice Alert email issue
524141,14-10-2025,Configuration,Invalid,Incident,CompanyOps,No,21-10-2025,16-10-2025,55 D,Anubhav Gupta,0,,,,No,No,No,Web,Time Sheet Tab is Not Visible in the menu,Time Sheet Tab is Not Visible
